kp,pipeline_id,pipeline_code,pipeline_name,latitude,longitude,elevation,slope_deg,river_proximity_km,fault_distance_km,soil_type,soil_risk,flooding_index,earthquake_factor,erosion_factor,landslide_index,soil_corrosivity_index,hoop_stress_ratio,pipe_diameter_inches,operating_pressure_psig,pipe_material,design_wall_thickness_mm,operational_age_years,corrosion_rate_mm_per_year,thickness_loss_mm,remaining_wall_thickness_mm,material_loss_percent,degradation_condition,failure_probability,failure_probability_percent,risk_class,primary_hazard,failure_code,diagnostic_message,remediation_plan
65.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.879309,6.418094,223.0,3.38,43.63,39.98,Expansive Shale & Rocky Outcrop,2,0.134,0.071,0.117,0.266,0.622,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.288,2.88,9.02,24.2,Moderate,0.1375,13.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 65.0: High external corrosion hazard (13.8%) resulting from saturated groundwater (Corrosivity Index 0.622) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
66.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.887451,6.42195,256.0,0.17,43.62,40.51,Expansive Shale & Rocky Outcrop,2,0.109,0.059,0.05,0.192,0.565,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.276,2.76,9.14,23.2,Moderate,0.1095,10.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 66.0: High external corrosion hazard (10.9%) resulting from saturated groundwater (Corrosivity Index 0.565) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
67.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.895592,6.425807,220.0,2.58,43.63,40.89,Expansive Shale & Rocky Outcrop,2,0.101,0.066,0.104,0.273,0.627,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.292,2.92,8.98,24.5,Moderate,0.1314,13.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 67.0: High external corrosion hazard (13.1%) resulting from saturated groundwater (Corrosivity Index 0.627) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
68.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.903734,6.429663,211.0,0.92,43.67,41.11,Expansive Shale & Rocky Outcrop,2,0.152,0.03,0.102,0.194,0.642,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.287,2.87,9.03,24.1,Moderate,0.1251,12.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 68.0: High external corrosion hazard (12.5%) resulting from saturated groundwater (Corrosivity Index 0.642) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
69.0,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.911875,6.43352,204.0,2.39,43.73,41.23,Expansive Shale & Rocky Outcrop,2,0.147,0.03,0.103,0.231,0.654,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.313,3.13,8.77,26.3,Moderate,0.1309,13.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 69.0: High external corrosion hazard (13.1%) resulting from saturated groundwater (Corrosivity Index 0.654) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
69.4,3,OBJ-LINE,Ajaokuta–Obajana Gas Pipeline,7.915,6.435,195.0,5.14,43.76,41.21,Stable Sandy Loam,0,0.164,0.079,0.189,0.345,0.27,0.314,18.0,850.0,API 5L X52,11.9,10.0,0.148,1.48,10.42,12.4,Normal,0.1311,13.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 69.4: Stable terrain conditions (13.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
0.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.15,6.02,107.0,0.63,163.08,148.91,Stable Sandy Loam,0,0.199,0.03,0.05,0.11,0.418,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.23,3.68,12.22,23.1,Moderate,0.098,9.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 0.0: Stable terrain conditions (9.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
1.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.157946,6.024238,118.0,0.4,162.08,147.87,Stable Sandy Loam,0,0.209,0.03,0.09,0.106,0.399,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.21,3.36,12.54,21.1,Moderate,0.101,10.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 1.0: Stable terrain conditions (10.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
2.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.165892,6.028476,114.0,0.4,161.08,146.57,Stable Sandy Loam,0,0.23,0.047,0.05,0.09,0.406,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.221,3.54,12.36,22.3,Moderate,0.1015,10.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 2.0: Stable terrain conditions (10.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
3.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.173837,6.032713,111.0,0.23,160.08,145.87,Stable Sandy Loam,0,0.207,0.063,0.05,0.095,0.411,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.234,3.74,12.16,23.5,Moderate,0.1007,10.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 3.0: Stable terrain conditions (10.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
4.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.181783,6.036951,118.0,0.4,159.08,144.74,Stable Sandy Loam,0,0.218,0.03,0.05,0.128,0.399,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.208,3.33,12.57,20.9,Moderate,0.1024,10.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 4.0: Stable terrain conditions (10.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
5.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.189729,6.041189,104.0,0.23,158.08,144.03,Stable Sandy Loam,0,0.212,0.03,0.05,0.1,0.423,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.215,3.44,12.46,21.6,Moderate,0.0992,9.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 5.0: Stable terrain conditions (9.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
6.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.197675,6.045427,122.0,1.72,157.08,143.02,Stable Sandy Loam,0,0.206,0.064,0.052,0.175,0.392,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.22,3.52,12.38,22.1,Moderate,0.1114,11.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 6.0: Stable terrain conditions (11.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
7.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.205621,6.049664,134.0,0.92,156.08,141.97,Stable Sandy Loam,0,0.213,0.052,0.071,0.123,0.371,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.182,2.91,12.99,18.3,Moderate,0.1029,10.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 7.0: Stable terrain conditions (10.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
8.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.213566,6.053902,138.0,0.34,155.08,141.07,Stable Sandy Loam,0,0.197,0.054,0.05,0.104,0.365,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.184,2.94,12.96,18.5,Moderate,0.095,9.5,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 8.0: Stable terrain conditions (9.5% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
9.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.221512,6.05814,140.0,0.23,154.08,139.94,Stable Sandy Loam,0,0.186,0.03,0.05,0.099,0.361,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.2,3.2,12.7,20.1,Moderate,0.0889,8.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 9.0: Stable terrain conditions (8.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
10.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.229458,6.062378,142.0,0.23,153.08,138.7,Stable Sandy Loam,0,0.202,0.03,0.05,0.098,0.358,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.179,2.86,13.04,18.0,Moderate,0.0913,9.1,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 10.0: Stable terrain conditions (9.1% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
11.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.237404,6.066615,144.0,0.17,152.08,137.78,Stable Sandy Loam,0,0.185,0.042,0.05,0.124,0.355,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.209,3.34,12.56,21.0,Moderate,0.0935,9.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 11.0: Stable terrain conditions (9.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
12.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.24535,6.070853,145.0,0.34,151.08,137.02,Stable Sandy Loam,0,0.162,0.035,0.05,0.113,0.353,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.214,3.42,12.48,21.5,Moderate,0.0867,8.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 12.0: Stable terrain conditions (8.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
13.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.253295,6.075091,150.0,0.34,150.09,135.65,Stable Sandy Loam,0,0.18,0.043,0.066,0.129,0.344,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.171,2.74,13.16,17.2,Moderate,0.094,9.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 13.0: Stable terrain conditions (9.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
14.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.261241,6.079329,151.0,0.17,149.09,134.77,Stable Sandy Loam,0,0.18,0.03,0.05,0.102,0.343,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.173,2.77,13.13,17.4,Moderate,0.0867,8.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 14.0: Stable terrain conditions (8.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
15.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.269187,6.083566,153.0,0.52,148.09,133.82,Stable Sandy Loam,0,0.158,0.04,0.068,0.147,0.339,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.177,2.83,13.07,17.8,Moderate,0.0921,9.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 15.0: Stable terrain conditions (9.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
16.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.277133,6.087804,160.0,0.17,147.09,132.69,Stable Sandy Loam,0,0.15,0.045,0.063,0.108,0.327,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.202,3.23,12.67,20.3,Moderate,0.0839,8.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 16.0: Stable terrain conditions (8.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
17.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.285079,6.092042,156.0,0.11,146.09,131.63,Stable Sandy Loam,0,0.176,0.049,0.075,0.13,0.334,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.199,3.18,12.72,20.0,Moderate,0.0941,9.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 17.0: Stable terrain conditions (9.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
18.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.293024,6.09628,158.0,0.11,145.09,130.81,Stable Sandy Loam,0,0.188,0.03,0.077,0.125,0.331,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.198,3.17,12.73,19.9,Moderate,0.0929,9.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 18.0: Stable terrain conditions (9.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
19.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.30097,6.100517,158.0,0.0,144.09,129.89,Stable Sandy Loam,0,0.179,0.038,0.061,0.102,0.331,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.168,2.69,13.21,16.9,Moderate,0.0874,8.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 19.0: Stable terrain conditions (8.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
20.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.308916,6.104755,158.0,0.8,143.09,128.78,Stable Sandy Loam,0,0.155,0.059,0.05,0.168,0.331,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.179,2.86,13.04,18.0,Moderate,0.0949,9.5,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 20.0: Stable terrain conditions (9.5% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
21.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.316862,6.108993,172.0,2.92,142.09,127.75,Stable Sandy Loam,0,0.172,0.046,0.101,0.239,0.307,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.185,2.96,12.94,18.6,Moderate,0.1096,11.0,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 21.0: Stable terrain conditions (11.0% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
22.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.324807,6.113231,107.0,3.83,141.09,126.79,Stable Sandy Loam,0,0.248,0.065,0.131,0.218,0.418,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.226,3.62,12.28,22.8,Moderate,0.1349,13.5,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 22.0: Stable terrain conditions (13.5% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
23.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.332753,6.117468,105.0,1.83,140.1,125.71,Stable Sandy Loam,0,0.202,0.03,0.076,0.169,0.421,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.229,3.66,12.24,23.0,Moderate,0.1101,11.0,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 23.0: Stable terrain conditions (11.0% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
24.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.340699,6.121706,75.0,1.26,139.1,125.12,Corrosive Lowland Clay,1,0.251,0.03,0.058,0.134,0.673,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.297,4.75,11.15,29.9,Moderate,0.1344,13.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 24.0: High external corrosion hazard (13.4%) resulting from saturated groundwater (Corrosivity Index 0.673) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
25.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.348645,6.125944,83.0,0.29,138.1,124.2,Stable Sandy Loam,0,0.251,0.033,0.067,0.082,0.459,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.249,3.98,11.92,25.0,Moderate,0.1085,10.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 25.0: High external corrosion hazard (10.8%) resulting from saturated groundwater (Corrosivity Index 0.459) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
26.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.356591,6.130182,80.0,0.06,137.1,123.24,Stable Sandy Loam,0,0.246,0.03,0.051,0.089,0.464,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.225,3.6,12.3,22.6,Moderate,0.1073,10.7,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 26.0: High external corrosion hazard (10.7%) resulting from saturated groundwater (Corrosivity Index 0.464) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
27.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.364536,6.134419,84.0,0.0,136.1,122.08,Stable Sandy Loam,0,0.253,0.051,0.05,0.081,0.457,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.25,4.0,11.9,25.2,Moderate,0.1093,10.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 27.0: High external corrosion hazard (10.9%) resulting from saturated groundwater (Corrosivity Index 0.457) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
28.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.372482,6.138657,80.0,0.34,135.1,120.83,Stable Sandy Loam,0,0.237,0.065,0.05,0.097,0.464,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.236,3.78,12.12,23.8,Moderate,0.1113,11.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 28.0: High external corrosion hazard (11.1%) resulting from saturated groundwater (Corrosivity Index 0.464) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
29.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.380428,6.142895,90.0,0.34,134.1,119.88,Stable Sandy Loam,0,0.259,0.034,0.051,0.083,0.447,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.234,3.74,12.16,23.5,Moderate,0.1077,10.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 29.0: Stable terrain conditions (10.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
30.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.388374,6.147133,86.0,0.63,133.1,118.84,Stable Sandy Loam,0,0.239,0.065,0.05,0.104,0.454,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.226,3.62,12.28,22.8,Moderate,0.1119,11.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 30.0: High external corrosion hazard (11.2%) resulting from saturated groundwater (Corrosivity Index 0.454) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
31.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.39632,6.15137,79.0,1.6,132.1,118.22,Corrosive Lowland Clay,1,0.233,0.065,0.071,0.119,0.666,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.296,4.74,11.16,29.8,Moderate,0.1339,13.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 31.0: High external corrosion hazard (13.4%) resulting from saturated groundwater (Corrosivity Index 0.666) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
32.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.404265,6.155608,114.0,0.52,131.11,116.87,Stable Sandy Loam,0,0.217,0.03,0.08,0.108,0.406,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.204,3.26,12.64,20.5,Moderate,0.1025,10.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 32.0: Stable terrain conditions (10.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
33.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.412211,6.159846,88.0,0.06,130.11,116.15,Stable Sandy Loam,0,0.253,0.03,0.05,0.059,0.451,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.241,3.86,12.04,24.3,Moderate,0.1027,10.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 33.0: High external corrosion hazard (10.3%) resulting from saturated groundwater (Corrosivity Index 0.451) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
34.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.420157,6.164084,115.0,1.49,129.11,115.19,Stable Sandy Loam,0,0.214,0.058,0.097,0.151,0.404,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.228,3.65,12.25,23.0,Moderate,0.1134,11.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 34.0: Stable terrain conditions (11.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
35.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.428103,6.168321,114.0,1.37,128.11,113.93,Stable Sandy Loam,0,0.197,0.03,0.05,0.144,0.406,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.232,3.71,12.19,23.3,Moderate,0.1017,10.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 35.0: Stable terrain conditions (10.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
36.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.436049,6.172559,91.0,0.69,127.11,112.84,Stable Sandy Loam,0,0.221,0.035,0.092,0.095,0.445,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.229,3.66,12.24,23.0,Moderate,0.1064,10.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 36.0: Stable terrain conditions (10.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
37.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.443994,6.176797,102.0,1.95,126.11,111.85,Stable Sandy Loam,0,0.211,0.067,0.119,0.137,0.427,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.24,3.84,12.06,24.2,Moderate,0.1159,11.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 37.0: Stable terrain conditions (11.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
38.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.451998,6.180918,125.0,2.46,125.11,111.22,Stable Sandy Loam,0,0.224,0.035,0.094,0.19,0.387,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.214,3.42,12.48,21.5,Moderate,0.1165,11.7,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 38.0: Stable terrain conditions (11.7% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
39.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.460179,6.184677,145.0,2.4,124.11,109.93,Stable Sandy Loam,0,0.162,0.03,0.108,0.189,0.353,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.201,3.22,12.68,20.3,Moderate,0.1028,10.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 39.0: Stable terrain conditions (10.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
40.0,4,OBN-AJA,Oben–Ajaokuta Gas Trunk Line (Western Line),6.468361,6.188436,167.0,2.58,123.11,109.43,Stable Sandy Loam,0,0.143,0.048,0.09,0.236,0.315,0.354,24.0,1200.0,API 5L X65,15.9,16.0,0.167,2.67,13.23,16.8,Moderate,0.1039,10.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 40.0: Stable terrain conditions (10.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
